Municipality,Barren Land,Built-up,Cultivated,Forested Land,Forested land,Grassland,Mines & Quarries,Shrubland,Waterbodies,Wetlands
phumelela,0.32073755048048497,0.34770371027390456,25.106100710202796,0.0008646590437763365,1.592450768845618,4.072008061222322,0.009891274914362098,0.0,0.40728229522990267,1.7659977821325585
polokwane,1.4196980698841832,12.313226349282818,23.959517239416474,0.010083141213639358,18.16023061283325,20.056658712028224,0.1549279374146081,0.0,0.1347549315748775,0.14048893570691803
port st johns,0.1500393460662849,16.51824509227584,18.370408084812144,6.353066987820618,25.87940581197144,4.78958879448087,0.018450537325438544,0.0,0.6950614191142707,0.24769287024257183
prince albert,17.257883188657328,0.24200962536250575,0.6162270925978461,0.0,1.5505223664965606,3.635245237893791,0.007784405809399255,22.05939965364318,0.10724472450210355,0.11617087567813153
ramotshere moiloa,0.38380263564827727,2.489595881273009,10.696621276022178,0.0,21.89864189445708,11.146766306852982,0.09541040400191625,0.0024648560442573275,0.21768400997501572,0.020212868808233964
rand west city,0.28502256429567824,10.761159122597304,23.02224641090908,0.0,5.243195277518026,13.872235395815743,1.7461582961579525,0.13131361862406093,0.4291728276513372,2.386662925350086
ratlou,0.07191830848837315,3.38655077674935,22.107537020809144,0.0,22.243876792907905,17.33763548284385,0.11141168978561736,0.04030341064845565,0.18766883944835852,0.011000335769464431
ray nkonyeni,0.3963694808430016,19.65630867953059,27.46547683502713,3.330822954964212,23.019033141234463,13.461374273846037,0.16340294906655775,0.0,0.354705571660507,0.24884389957390962
raymond mhlaba,0.23246644850817372,2.133924642137451,6.613464919856025,2.0622164218706196,39.183237513486525,9.50425885597727,0.007925846942841675,0.14482654446678692,0.2117591435002431,0.230882008109894
renosterberg,2.005649026919112,0.199810702672607,0.7002715140185891,0.0,1.630632810516193,2.8038694820904975,0.018047587676333444,12.419055444283051,0.3806935513703446,0.6836516033899321
richmond,0.06454811599767155,4.25652245150867,15.945163896408912,1.551054072335992,33.40985791530844,9.094557415811828,0.005606054527402912,0.0,0.2917289673419998,0.8808005345151406
richtersveld,23.6884159888904,0.14470659746922426,0.06891840523468666,0.0,0.18412091841775935,0.5081190001937089,1.5078488242718444,4.144145038691505,0.0605613651294397,0.0003617291185445884
rustenburg,0.8582269349030465,6.897310245252718,21.875193608625246,0.02104289279888385,26.264915058624666,16.362019779494222,1.988802771347372,0.0,0.9114242177979918,0.38070860455515704
sakhisizwe,0.9004308530846452,3.444734233569002,16.185133148602773,0.053803178962579294,10.567675368339222,5.121141361761357,0.023216860080552713,0.0,0.2060138684404355,1.0164403791828025
saldanha bay,0.8101243571196228,2.7900413412918814,12.09103315504776,0.0,0.7978300112898365,0.3852045305534232,0.5839497224077811,7.436125049702395,0.05976817254855304,0.1909027143034101
senqu,12.087500807026675,2.34344059732355,7.468946319467461,0.0,2.4452028138704454,4.891690514160673,0.00932580422097387,0.012568383102919637,0.15411226529940475,0.6141527322300225
setsoto,1.389653967482342,0.8620507791619725,34.909604624160465,0.0,3.326458816050529,15.286987813312585,0.018696761222458554,0.006423159113119964,0.5638831219391317,0.9727784679643896
siyancuma,0.559186493897675,0.21270500982849208,1.9891430426240975,0.0,12.610714892956043,5.69211881196746,0.1439801976625751,7.509545762900601,0.20670499864087846,0.017097548700302653
siyathemba,1.0924609763562563,0.18325715686979877,1.2501138315505156,0.0,6.802093891244202,16.59600430540981,0.2247020292794161,9.537460372983094,0.3020473464239549,0.0
sol plaatje,0.24486998421658868,2.1990243990335667,2.8594661926252534,0.0,9.378584814083947,1.7640936749401357,0.7310796356280836,1.1076879275674427,0.6474411169487069,0.06433244900098016
stellenbosch,0.9788021507577614,5.332354298185816,26.746009017115426,0.007929953294454574,13.91768190134051,5.1509031544193755,0.051481148552492716,7.791904302614114,1.4696689370085279,1.54512873130661
steve tshwete,0.5089446738715036,2.8057808826107573,29.68673001603891,0.0,7.912443862591776,23.662292740348818,3.168098744901091,0.0,1.5940104662793513,3.971134190022961
sundays river valley,1.210137140729584,0.8624568124856528,12.05227553616701,1.274937495620865,34.16861492473239,8.020848875482669,0.0027729419340775325,4.356786393195182,0.09703847048452269,0.12313390732735739
swartland,0.233680723429204,1.2557931793941242,12.032972794347302,0.0,1.8488049354244664,1.5793187071114048,0.07825214589867045,9.546517385638431,0.2185582881324471,1.601598951297415
swellendam,4.15280786308823,0.6216969491366239,8.57503506196461,0.10938447813909316,3.102333151901245,4.9351830903036005,0.01121917882324419,10.787385703933465,0.1991324956176461,0.9880959046451223
thaba chweu,0.7178744124289494,1.3263422874578827,8.507928885677899,2.4028528203312214,22.555806960325928,8.40481768956176,0.08592730587034554,0.0006330978485374999,0.39966179760131054,1.9741740267246604
thabazimbi,0.1064607262714268,0.7295101046150397,9.504933795483948,0.0,14.653320769411351,3.517122751518214,0.29184021304292634,0.0,0.2597254582414013,0.4705911642321386
theewaterskloof,0.682194568427854,1.24314192021503,13.640449085251873,0.06271337673546797,8.59330733532449,3.322750342100373,0.019242200640134075,12.572531509726767,1.8637737373458558,1.1616520536742736
thembelihle,0.6014860700948742,0.14717795239957115,1.633551867111282,0.0,1.0053254932019773,7.281479351293274,0.08386556669001614,14.48489993148252,0.3752759671930736,0.17006109110990564
thembisile hani,0.25052428044737285,7.216105784942904,17.09502853062638,0.0,17.91466546890141,17.94614026886227,0.28356582248876766,0.0,0.16137646232716107,1.3559189444209354
thulamela,0.17622251132923883,14.931599927065484,11.345678611065411,0.4817736323966508,39.05080492327015,0.6397768030975928,0.037484876272985884,0.0,0.2252429020356884,0.10007561533317019
tokologo,0.26087775937245716,0.20483661316648227,20.341317837728393,0.0,6.004714150755329,4.527627031411601,0.040263485890755624,0.6073866991798386,1.2921844736185735,0.31405416911577383
tsantsabane,0.7114505613796748,0.20815610067384252,0.21531649537923517,0.0,11.836120095808388,8.243433402194547,0.3376878158795146,8.636789315932095,0.03471980253122663,0.0
tswaing,0.0877000323698928,1.516271102751902,16.009880506327846,0.0,5.9701746054532,14.366929962401837,0.039947924374671206,0.01936349717794698,1.1067962810060703,0.24090433302202133
tswelopele,0.10293355125981886,0.3880848754438309,13.60962827385983,0.0,5.847540859257431,10.99123661034409,0.0032291217857162487,0.11518783458156741,1.598351651761801,0.473003845270209
ubuhlebezwe,0.16708947477106245,10.017436115466658,16.529543769699814,0.14872253121628456,35.32114274117362,16.10324280542423,0.018573013197944153,0.0,0.2786222359236448,0.6747414952364909
ubuntu,1.890507400402611,0.09197456815573031,0.6600950911028682,0.0,1.2952908153500846,19.653603705891136,0.010671965021461706,8.569195859354123,0.21947696116160445,0.12648822717992522
ulundi,2.8238045276723445,7.062435273580731,12.699365293208354,0.09713127751565806,26.064766161415083,17.162842074960036,0.04862582531838886,0.0032414254471555396,0.2398284318029954,0.2517338712075483
umdoni,0.22959682002396012,12.649098366684546,27.756327682207647,3.428182551817491,22.887494053916523,5.534133193991882,0.01740399271136786,0.0,0.1705497978205351,0.278356002440968
umfolozi,0.20455573501000912,13.192403090224172,8.778755516393607,0.8593530181065223,21.485431615314294,7.93807309741407,0.9585681835267621,0.0,0.7109264360465294,1.7010825044553581
umhlabuyalingana,2.4830943735305384,10.243618093224073,2.9726649822668176,6.3822116081235,25.97184033704838,26.345897104936444,0.004273169916287787,0.00428423657532747,1.9985784194112128,2.902682070536172
umhlathuze,0.4735378926726753,18.26235263733484,24.692327745809994,2.087517487113129,22.937469152782274,5.502226699543829,0.5645353946920014,0.0,1.0040071841951401,3.1993385627114055
umlalazi,0.5403516820560542,15.919059958880739,18.648059241732458,2.572761112342608,29.435037443917974,10.505073296545579,0.2286418687113123,0.0,0.18915159337006202,0.49164769095332644
umngeni,0.0798846059163396,4.212014151716444,19.59785519849723,2.265956045700155,28.686368041443455,17.078319207433346,0.013700364085615365,0.0,1.9272512638136041,3.443962576132885
umshwathi,0.2362612957586503,7.067760067581517,27.027455934459837,1.9405070022202946,26.450905768042844,6.806173969190175,0.029797640231214277,0.0,1.5438014696796623,0.9381758592995875
umsinga,2.1781711512663913,9.697818994115794,17.62195891072652,0.11497604627683489,22.613166752551265,17.441269407156867,0.023586588524452383,0.0,0.3184605011045645,0.5395306108824378
umsobomvu,0.7757125243008338,0.2069950169033898,1.126622372036358,0.0,1.5090777186039777,2.217152260382942,0.004516232321608927,11.458355956727997,0.2961027276115274,2.644810781153705
umuziwabantu,0.18900811215632313,10.980949360469491,16.8903415751965,1.8393796553800794,20.852264547625705,9.69638453698275,0.0031500369243989313,0.0,0.13223509472193876,0.5856531870688368
umvoti,0.6129966080471352,4.370475875464362,12.108459172992974,0.20732112194278124,36.94473512334045,10.728507116742254,0.0,0.0,0.2745486465661981,1.10766204910852
umzimkhulu,0.5783620686897935,10.177441402873155,16.13060312828043,3.1314858886430783,12.653338676472007,14.255868450663888,0.015534930866790789,0.0,0.11592595549899144,1.9955874837729675
umzimvubu,2.98469336804981,12.61099451004015,18.944039199413783,0.548771443206721,15.41331584830572,18.2267182845842,0.0053150638238227185,0.0,0.24435691522540703,0.6510143179826405
umzumbe,0.2836109474841083,20.533934107379668,22.942112428339936,2.3533615794061435,23.885323952660254,9.322856592356842,0.0,0.0,0.044920928877338305,0.11785907831359978
uphongolo,1.7812779796388147,4.112502084066207,14.183315317421311,0.0,34.394638772921866,18.73099834617587,0.009087291084890347,0.002274375265800537,0.3750265468695868,0.4069609799557177
victor khanye,0.25540847444004017,3.572190677481511,29.9557483227845,0.0,2.875574517630528,16.05300059021501,3.2246451246991996,0.0,1.1155280810241137,4.795354629349946
walter sisulu,2.223274237937868,0.3453460096921236,7.721492065381071,0.0,3.1203680872902035,0.6426406079729099,0.014414557775271912,2.159621614116851,0.6906115621071656,0.8563396590847714
winnie madikizela-mandela,0.4420690950530557,16.724425581963455,30.968064729110708,0.6706018893045529,18.225410859149374,18.106121928594803,0.05672024260812738,0.0,0.12882651729391864,0.3535235223445082
witzenberg,9.464120725915214,0.40353781507025016,8.602345812475466,0.0012490441649978296,1.816573607221029,7.412744392462273,0.011854950799872482,12.735521261536283,0.4578319669715379,0.4772088038258484
